PMID,Treatment,Diagnosis,Prevention,Mechanism,Transmission,Epidemic Forecasting,Case Report
32900207,0,0,1,0,0,0,0
32368528,0,0,1,0,0,0,0
32324357,1,0,1,0,0,0,0
32710669,0,1,0,0,0,0,0
32868970,1,0,0,0,0,0,0
32779445,1,0,0,1,0,0,0
33048372,1,0,0,0,0,0,0
32667447,0,0,1,0,0,0,0
32881190,0,0,1,0,0,0,0
33023033,1,0,0,0,0,0,0
32838448,0,1,0,0,0,0,0
32437926,1,0,0,0,0,0,0
32589735,0,0,1,0,0,0,0
32967930,0,0,1,0,0,0,0
32746670,0,0,1,0,0,0,0
32305883,0,1,0,0,0,0,0
32325421,0,0,0,1,0,0,0
32709003,0,0,1,0,0,0,0
32293098,0,1,0,0,0,0,0
32651712,0,0,1,0,0,0,0
32855772,1,0,1,0,0,0,0
32661141,1,0,0,1,0,0,0
32760126,0,0,1,0,0,0,0
32682217,0,0,1,0,0,0,0
32480154,0,0,1,0,0,0,0
32515254,0,0,1,0,0,0,0
32392072,1,0,0,1,0,0,0
33051391,0,0,1,0,0,0,0
32910347,1,0,0,1,0,0,0
32337664,1,0,0,1,0,0,0
32431992,0,0,0,0,0,0,1
32356047,0,0,1,0,0,0,0
33015722,1,1,0,0,0,0,0
32336243,1,1,1,0,0,0,0
32772283,1,1,0,0,0,0,0
32804081,0,1,0,0,0,0,0
32680658,0,0,0,0,0,1,0
32679056,0,1,0,0,0,0,0
32290754,1,0,0,0,0,0,0
32172226,0,0,0,1,0,0,0
32916249,0,0,1,0,0,0,0
33026344,1,1,0,0,0,0,0
32983254,1,0,1,0,0,0,0
32070465,0,0,0,0,0,0,1
32062957,0,0,1,1,0,0,0
32446778,1,0,0,1,0,0,0
32864270,0,1,0,0,0,0,0
32616990,0,0,1,0,0,0,0
32366740,1,0,0,1,0,0,0
32797067,0,0,1,0,0,0,0
32778849,0,0,0,0,0,0,1
32754000,0,0,1,0,0,0,0
32838135,1,0,0,0,0,0,0
32517786,1,0,0,0,0,0,0
32427569,0,1,0,0,0,0,0
32392562,1,0,0,1,0,0,0
32964919,0,0,1,0,1,0,0
32454983,1,0,0,0,0,0,0
32908840,0,0,0,0,0,0,1
32656359,0,0,1,0,0,0,0
32875060,1,0,0,1,0,0,0
32864588,1,1,0,0,0,0,0
32718125,1,0,0,0,0,0,0
32708196,1,0,0,1,0,0,0
32536457,1,0,0,1,0,0,0
32881845,1,0,0,0,0,0,0
33042442,1,0,0,1,0,0,0
33048823,0,0,1,0,0,0,0
32495952,0,0,1,0,0,0,0
33064680,1,0,0,1,0,0,0
32512673,0,1,0,1,0,0,0
32685143,0,0,1,0,0,1,0
32438868,0,1,0,0,0,0,0
32721809,1,0,0,1,0,0,0
33033173,0,1,0,0,0,0,0
32833661,0,0,1,0,0,0,0
32754313,0,0,1,0,0,0,0
32837779,0,0,1,0,0,0,0
32845145,1,0,0,0,0,0,0
32978729,1,0,0,1,0,0,0
32548842,0,0,1,0,0,0,0
32349121,0,1,0,0,0,0,0
32883010,0,0,0,1,1,0,0
33011308,0,0,1,0,0,0,0
32904923,1,1,0,0,0,0,0
32804112,0,1,0,0,0,0,0
32837680,0,0,0,0,0,1,0
32834886,0,0,1,0,0,0,0
32588943,1,1,0,0,0,0,0
32196627,0,0,0,0,0,0,1
32877383,0,0,1,0,1,0,0
32868801,1,0,0,0,0,0,0
32703328,1,0,0,1,0,0,0
32997638,0,0,1,0,0,1,0
32425334,0,1,0,0,0,0,0
32566561,1,0,0,0,0,0,0
32571747,0,0,0,0,0,0,1
32863191,0,0,0,0,0,0,1
32916377,1,0,0,1,0,0,0
32410206,1,1,0,0,0,0,0
32816307,1,1,0,0,1,0,0
32600101,0,0,1,0,0,0,0
32308988,0,0,1,0,0,0,0
32965736,1,0,0,1,0,0,0
33062950,1,0,0,1,0,0,0
32764857,0,0,1,0,0,0,0
32607499,1,1,0,0,0,0,0
32919977,1,0,0,1,0,0,0
33051286,0,0,1,0,0,0,0
32538594,1,1,0,0,0,0,0
33012602,1,0,0,0,0,1,0
32838206,1,0,0,0,0,0,0
32627963,0,0,1,0,0,0,0
32942560,0,0,1,0,0,0,0
32557820,0,0,1,0,0,0,0
32791493,0,1,0,0,0,0,0
32758904,1,0,0,1,0,0,0
32466289,1,0,0,1,0,0,0
32951890,1,0,1,0,0,0,0
32749808,1,0,0,0,0,0,0
32981508,1,1,0,0,0,0,0
32852082,0,1,0,0,1,0,0
32337139,1,0,0,0,0,0,0
32476778,0,0,1,0,0,0,0
32640417,0,0,0,1,0,0,0
32844144,0,0,0,0,0,0,1
33022757,0,0,1,0,0,0,0
32525600,1,0,0,1,0,0,0
33020340,1,0,0,0,0,0,0
32172672,0,0,0,1,1,0,0
33040233,0,0,1,0,0,0,0
32901582,1,0,0,1,0,0,0
32815099,1,0,0,0,0,0,0
32909495,0,0,1,0,0,1,0
33050511,1,0,0,1,0,0,0
32897374,1,1,0,0,0,0,0
33028347,0,0,1,0,0,0,0
32877502,1,0,0,1,0,0,0
32648850,0,0,1,0,0,0,0
32377677,1,1,1,0,0,0,0
32246317,0,1,0,0,0,0,0
32680626,0,0,1,0,0,0,0
32975842,0,0,0,0,0,0,1
32423664,1,0,0,1,0,0,0
32899652,0,0,1,0,0,0,0
32594325,0,0,1,0,0,0,0
32968645,0,0,0,0,0,0,1
32750338,0,0,0,1,0,0,0
32398026,1,0,0,0,0,0,0
32656221,0,0,0,0,0,0,1
32348003,0,0,1,0,0,0,0
33000663,0,0,1,0,0,0,0
32835078,1,0,0,1,0,0,0
32294810,0,0,1,0,0,0,0
32746738,0,0,1,0,0,0,0
32652308,0,0,1,0,0,0,0
32434289,0,0,1,0,0,0,0
32413821,0,1,1,1,0,0,0
32771640,1,1,0,1,0,0,0
33005516,0,0,0,0,0,0,1
33027443,0,0,1,0,0,0,0
32762795,0,0,1,0,0,0,0
32660877,0,0,1,0,0,0,0
32925133,0,0,1,0,0,0,0
32391578,0,0,1,0,0,0,0
32830167,0,0,1,0,0,0,0
32450344,1,0,0,0,0,0,0
32227091,0,1,0,0,0,0,0
32541493,0,0,1,0,0,0,0
32535674,0,0,1,0,0,0,0
32539586,0,1,0,0,0,0,0
32415305,0,0,1,0,0,0,0
32501804,0,0,1,0,0,0,0
32513659,0,1,0,0,1,0,0
32778481,0,0,1,0,0,0,0
32436460,1,0,0,1,0,0,0
32864332,1,0,0,0,0,0,0
32162995,0,0,1,0,0,0,0
33034142,0,1,1,0,0,0,0
32536344,0,0,1,0,0,0,0
32741657,0,1,0,0,0,0,0
32965603,1,1,0,0,0,0,0
32589146,1,0,0,0,0,0,0
32340751,0,0,1,0,0,0,0
32656223,0,1,0,0,0,0,0
32849446,0,0,1,0,0,0,0
33044691,1,1,0,0,0,0,0
32211963,0,1,0,0,0,0,0
32667573,0,0,1,0,0,0,0
32837731,0,0,1,0,0,0,0
32937615,1,0,0,1,0,0,0
32334161,0,0,1,0,0,1,0
32681308,0,1,0,0,0,0,0
32624495,1,0,0,0,0,0,0
32398876,0,1,0,0,0,0,0
32436262,0,0,1,0,0,0,0
32524832,1,1,0,0,0,0,0
33005547,0,0,1,0,0,0,0
32242875,0,1,0,0,0,0,0
33077432,0,0,1,0,0,0,0
32733488,1,0,1,0,0,0,0
32668058,1,1,0,0,0,0,0
32583078,1,0,0,0,0,0,0
32660218,0,0,1,0,0,0,0
32037389,1,0,0,1,0,0,0
32942143,0,1,0,0,0,0,0
32841215,1,0,0,1,0,0,0
32328364,0,0,0,0,0,0,1
32895065,0,0,1,0,0,0,0
33051386,0,1,0,1,0,0,0
32425182,0,0,1,0,0,0,0
32725087,0,1,1,0,0,0,0
32515393,0,0,1,0,0,0,0
32396101,0,0,1,0,0,0,0
32778180,0,1,1,0,1,0,0
32869133,0,0,1,0,0,0,0
32641171,0,0,1,0,0,0,0
32781669,0,0,1,0,0,0,0
32875970,0,0,0,0,0,0,1
32921862,0,1,0,0,0,0,0
33045596,1,0,0,0,0,0,0
32862289,0,1,0,0,0,0,0
33051394,0,0,1,0,0,0,0
32720233,0,0,0,0,0,0,1
32348054,0,0,1,0,0,0,0
32662099,1,0,0,1,0,0,0
32359227,0,1,1,0,0,0,0
32964913,1,0,0,0,0,0,0
33062951,1,0,0,0,0,0,0
32935064,1,0,0,1,0,0,0
32919586,0,0,1,0,0,0,0
32386848,0,0,1,0,0,0,0
32645630,1,0,0,0,0,0,0
32835530,1,1,0,0,0,0,0
33064753,0,0,1,0,0,0,0
32460133,1,0,0,0,0,0,0
32219006,0,0,1,0,0,1,0
32437338,0,0,1,0,1,0,0
32176772,1,0,0,1,0,0,0
32302435,0,1,0,0,0,0,0
33037564,1,0,0,1,0,0,0
32313181,0,0,1,0,0,0,0
33078135,0,0,1,0,0,0,0
32710646,1,1,0,0,0,0,0
32841117,0,1,0,0,0,0,0
32499187,0,0,1,0,0,0,0
32837212,1,0,0,0,0,0,0
32455942,1,0,0,1,0,0,0
32426388,1,0,0,1,0,0,0
33062538,0,0,1,0,0,0,0
32114745,0,0,0,1,0,0,0
32773182,0,0,1,0,0,0,0
32864627,1,0,0,0,0,0,0
32742318,0,1,0,0,0,0,0
32726792,0,0,1,0,0,0,0
33033703,1,0,1,0,0,0,0
32763956,0,0,0,0,0,0,1
32928835,0,0,0,0,0,0,1
32603901,1,1,0,0,0,0,0
33041632,0,0,1,0,0,0,0
32826334,0,0,0,1,1,0,0
32792288,1,0,0,1,0,0,0
32623963,0,1,0,0,0,0,0
32979586,0,0,1,0,0,0,0
32703908,1,0,0,1,0,0,0
32451657,0,0,1,0,0,0,0
32993656,0,0,0,1,0,0,0
33022076,1,0,0,1,0,0,0
32834593,0,0,1,0,0,1,0
32879035,0,0,1,0,0,0,0
32427157,0,0,1,0,0,0,0
32903841,1,1,0,0,0,0,0
32293168,0,1,0,0,0,0,0
32827214,0,0,1,0,0,0,0
32835459,0,0,1,0,0,0,0
32807934,1,1,0,0,0,0,0
33033248,1,1,0,1,0,0,0
32292232,0,0,1,0,0,1,0
32495288,0,0,1,0,0,0,0
32828864,0,0,1,0,0,0,0
32520514,0,0,0,0,0,0,1
33060835,1,1,0,0,0,0,0
32844302,1,0,0,1,0,0,0
32422305,1,0,0,1,0,0,0
32730380,1,0,0,0,0,0,0
32174129,0,0,0,1,0,0,0
32984666,0,0,1,0,0,1,0
32396922,0,0,0,1,0,0,0
32705222,0,1,0,0,0,0,0
32336467,0,0,1,0,0,0,0
32489692,1,0,0,0,0,0,0
32970989,1,0,0,1,0,0,0
32766815,1,1,0,0,0,0,0
32734636,0,0,1,0,0,0,0
32599669,0,0,1,0,0,0,0
32999267,0,0,0,0,0,0,1
32772540,0,0,1,0,0,0,0
32872736,1,0,0,1,0,0,0
32385985,1,1,0,0,0,0,0
32450165,1,0,0,1,0,0,0
32957997,1,1,0,0,0,0,0
32545566,0,0,1,0,0,0,0
32395258,0,0,1,0,0,0,0
32427689,1,0,0,0,0,0,0
32719808,0,0,0,0,0,0,1
32587649,1,0,0,0,0,0,0
32947478,1,1,0,1,0,0,0
32674964,0,0,1,0,0,0,0
32505072,1,0,0,1,0,0,0
33040762,0,0,1,0,0,0,0
32542571,0,0,1,0,0,0,0
32540841,0,0,1,0,0,0,0
32815406,1,0,0,1,0,0,0
32946118,0,1,0,0,0,0,0
32686506,0,0,1,0,0,0,0
32489437,1,0,0,0,0,0,0
33001008,1,0,0,0,0,0,0
32519978,1,0,0,0,0,0,0
32247680,0,0,1,0,0,0,0
32638053,0,0,1,0,0,0,0
32575380,1,0,0,0,0,0,0
32696264,1,1,0,1,1,0,0
32881134,0,0,1,0,0,0,0
33026050,1,1,0,0,0,0,0
32473127,1,0,0,1,0,0,0
32482971,0,0,1,0,0,0,0
32588588,0,1,1,0,0,0,0
32821332,0,0,1,0,0,0,0
32532623,1,1,0,0,0,0,0
33063151,0,0,1,0,0,0,0
32472897,0,0,1,0,0,0,0
32467190,0,0,0,0,0,0,1
32591659,0,0,1,0,0,0,0
32997699,1,0,0,0,0,0,0
32979294,0,0,1,0,0,0,0
33072099,1,1,0,1,0,0,0
32451271,1,1,0,1,0,0,0
32427173,1,0,1,0,0,0,0
32756089,1,0,0,0,0,0,0
32609256,0,1,0,0,0,0,0
32418852,0,1,0,0,0,0,0
32759372,0,0,1,0,0,0,0
32951493,0,1,0,0,0,0,0
32838344,0,1,0,0,0,0,0
32277162,0,1,0,0,1,0,0
32481547,0,0,1,0,0,0,0
32592502,0,1,0,0,0,0,0
32984539,1,1,0,0,0,0,0
32932585,0,0,1,0,0,0,0
33052820,1,1,0,0,0,0,0
32837405,0,0,1,0,0,0,0
32881359,1,0,0,0,0,0,0
33039966,1,1,0,0,0,0,0
33023941,1,1,0,0,0,0,0
32975182,0,1,1,0,0,0,0
32863507,0,0,1,0,0,0,0
32513062,0,0,1,0,0,0,0
32728444,0,0,0,0,0,0,1
32502542,1,0,0,1,0,0,0
32234468,1,1,0,0,0,0,0
32549200,1,0,0,1,0,0,0
32852405,1,1,0,0,0,0,0
32921419,0,0,1,0,0,0,0
33025993,1,0,0,1,0,0,0
32175637,0,0,0,1,0,0,0
32663356,0,1,0,0,0,0,0
32611594,0,0,1,0,0,0,0
32902889,0,0,0,1,0,0,0
33074900,1,1,0,0,0,0,0
32134861,0,1,1,0,0,0,0
32946851,1,1,0,0,0,0,0
32726561,1,1,0,0,0,0,0
32923672,0,0,1,0,0,0,0
33075088,1,1,0,0,0,0,0
32944767,0,1,0,0,0,0,0
32457227,0,0,0,0,0,0,1
32818962,1,0,0,0,0,0,0
32342252,1,1,0,0,0,0,0
32778930,0,0,1,0,0,0,0
32927357,0,1,0,0,0,0,0
32632012,0,0,1,0,1,0,0
32321209,0,0,1,0,0,0,0
32941671,0,0,1,0,0,0,0
32406420,0,1,0,0,0,0,0
32851061,0,1,0,0,0,0,0
32957112,1,0,0,1,0,0,0
32658879,0,0,1,0,0,0,0
33039301,0,0,1,0,0,0,0
32738255,1,1,0,1,0,0,0
32680647,0,0,1,0,0,0,0
32150527,0,1,0,0,0,0,0
32485620,0,1,0,0,0,0,0
32464097,1,0,0,1,0,0,0
32780300,1,0,0,0,0,0,0
33069048,0,0,1,0,0,0,0
32515882,0,0,1,0,0,0,0
32956164,0,0,1,0,0,0,0
33010442,0,0,1,0,0,0,0
32582381,0,0,1,0,0,0,0
32894251,0,0,1,0,0,0,0
32336528,0,0,1,0,0,0,0
32122430,0,1,1,0,0,0,0
32703883,1,0,0,0,0,0,0
32574300,0,0,1,0,0,0,0
32682575,1,0,0,1,0,0,0
32461287,0,1,0,0,0,0,0
32715893,0,0,1,0,0,0,0
32878142,0,0,1,0,0,0,0
32462756,0,0,1,0,0,0,0
32767355,0,0,1,0,0,0,0
32870978,0,1,0,0,0,0,0
32804094,1,1,0,0,0,0,0
32565095,0,1,0,0,0,0,0
32834645,0,0,1,0,0,1,0
32501424,0,1,0,0,0,0,0
32772307,1,0,0,1,0,0,0
32334535,0,0,1,0,0,0,0
33036897,0,0,1,0,0,0,0
32834438,0,0,1,0,0,1,0
32767788,0,1,0,0,0,0,0
32596131,0,0,0,0,0,0,1
32782784,0,0,0,0,0,0,1
32800070,0,1,0,0,0,0,0
32456944,0,1,1,0,0,0,0
32520507,0,0,0,0,0,0,1
32527471,0,1,0,0,0,0,0
32620366,1,0,0,1,0,0,0
32492197,0,1,0,0,0,0,0
32546589,0,0,1,0,0,0,0
32642981,0,0,1,0,0,0,0
32526774,1,0,0,0,0,0,0
32788769,0,0,1,0,0,0,0
32282419,0,0,1,0,0,0,0
32579236,0,1,0,0,0,0,0
32443023,0,0,1,0,0,0,0
32369429,0,1,0,0,0,0,0
32834657,0,0,0,0,0,1,0
32428115,0,0,1,0,0,0,0
32520135,0,0,1,0,0,0,0
33078623,1,1,0,1,0,0,0
32742617,0,0,0,1,0,0,0
32681309,0,1,0,0,0,0,0
32837876,0,0,1,0,0,0,0
32462497,0,0,1,0,0,0,0
32841659,1,0,0,1,0,0,0
33067518,1,0,0,1,0,0,0
32834899,1,0,0,0,0,0,0
32329014,0,0,1,0,0,0,0
32742647,0,0,1,0,0,0,0
32492562,1,0,0,1,0,0,0
32841988,0,0,1,0,0,0,0
32918766,0,0,1,0,0,0,0
32814959,0,1,0,0,0,0,0
32911691,1,0,0,1,0,0,0
32395474,1,0,0,1,0,0,0
33026120,1,1,0,0,0,0,0
32736059,0,0,0,0,0,1,0
32766998,0,0,1,0,1,0,0
32944292,1,1,0,0,0,0,0
32396683,0,0,1,0,0,0,0
32811801,1,1,0,0,0,0,0
33072835,0,0,1,0,0,0,0
32408911,0,0,1,0,1,0,0
32881217,0,0,1,0,0,0,0
32753365,0,0,1,0,0,0,0
32812872,0,0,1,0,0,0,0
32574177,0,0,1,0,0,1,0
32885172,1,1,0,0,0,0,0
32637327,0,0,0,0,0,0,1
32825444,1,0,0,0,0,0,0
32781318,0,0,1,0,0,0,0
32584328,0,0,1,0,0,1,0
32362104,0,0,1,0,0,0,0
32492205,1,0,0,0,0,0,0
32708264,1,1,0,0,0,0,0
32164086,1,0,1,0,0,0,0
32890845,0,0,1,0,0,0,0
32220574,0,1,0,1,0,0,0
32543710,1,1,0,0,0,0,0
33005988,0,0,1,0,0,0,0
32663690,0,0,1,0,0,0,0
32842491,1,0,0,1,0,0,0
32425051,1,0,0,0,0,0,0
33006938,0,0,1,0,0,0,0
32881654,1,1,0,1,0,0,0
32973116,1,1,0,0,0,0,0
32626853,0,1,0,0,0,0,0
32936832,0,0,0,1,0,0,0
32791748,0,0,0,0,0,0,1
33017480,1,1,0,0,0,0,0
32471650,1,1,0,0,0,0,0
33061535,0,0,1,0,0,0,0
32982349,1,0,0,1,0,0,0
32622261,1,0,0,0,0,0,0
32812903,0,0,1,0,0,0,0
32904875,0,0,1,0,0,0,0
32693298,1,0,0,0,0,0,0
32984792,1,0,0,0,0,0,0
32445710,0,0,1,0,0,0,0
32812534,0,1,0,0,0,0,0
32870376,1,0,0,0,0,0,0
32621814,0,1,0,0,0,0,0
33074240,0,1,0,0,0,0,0
32641191,1,1,0,0,0,0,0
32754627,0,1,1,0,0,0,0
32661037,0,0,1,0,0,0,0
33069725,1,1,0,0,0,0,0
32504992,0,0,1,0,0,0,0
32712049,1,0,0,1,0,0,0
32675738,0,0,1,0,0,0,0
32806772,0,0,1,0,0,0,0
32380010,0,0,1,0,1,0,0
32360481,1,1,0,0,0,0,0
32823144,1,0,0,1,0,0,0
32999768,1,0,0,1,0,0,0
32643708,0,0,1,0,0,0,0
32461554,1,0,0,0,0,0,0
32860391,0,0,1,0,0,0,0
32575622,0,0,0,0,0,1,0
32596311,0,0,0,1,0,0,0
32349115,1,0,0,0,0,0,0
33017170,1,0,0,0,0,0,0
32524516,1,1,0,0,0,0,0
32613010,0,0,1,0,0,0,0
32525382,0,0,1,0,0,0,0
32689846,1,1,0,0,0,0,0
32939636,0,1,0,0,0,0,0
32930456,1,1,0,1,0,0,0
32707264,0,0,0,0,0,0,1
33017864,0,0,0,0,0,0,1
33024558,0,0,1,0,0,0,0
32931980,0,0,1,0,0,0,0
32208494,1,0,0,0,0,0,0
32524515,0,0,1,0,0,0,0
32965007,0,0,0,0,0,0,1
32456011,1,0,0,1,0,0,0
32967801,0,0,1,0,0,0,0
32727142,0,0,1,0,1,0,0
32707768,1,0,0,1,0,0,0
32834243,0,1,0,0,0,0,0
32776197,1,1,0,0,0,0,0
32238084,0,0,0,0,1,0,0
32545827,0,0,1,0,0,0,0
32527161,0,0,1,0,0,0,0
32616381,1,0,0,0,0,0,0
32651728,0,0,1,0,0,0,0
32898875,1,0,0,0,0,0,0
33070543,1,1,0,1,0,0,0
32864318,0,0,1,0,0,0,0
32656308,0,1,1,0,0,0,0
32432527,1,0,0,0,0,0,0
32486556,1,0,1,0,0,0,0
32920504,1,0,0,0,0,0,0
32989903,1,1,0,0,0,0,0
33072240,1,0,0,1,0,0,0
32952690,1,0,0,1,0,0,0
32843845,0,0,1,0,0,0,0
32865137,1,0,0,1,0,0,0
33054860,0,0,0,1,0,0,0
32425490,0,0,1,0,0,0,0
33073163,0,0,1,0,0,0,0
32646885,1,1,0,0,0,0,0
32454982,0,0,1,0,0,0,0
32952502,0,0,1,0,0,0,0
32544294,0,0,1,0,0,0,0
32493510,1,0,0,1,0,0,0
32387756,1,0,0,0,0,0,0
33001838,0,0,1,0,0,0,0
32335281,1,0,0,0,0,0,0
32623032,1,1,0,0,0,0,0
32379057,0,0,1,0,0,0,0
32834306,0,1,1,1,0,0,0
33024342,0,0,1,0,0,0,0
32689703,0,0,1,0,0,0,0
32848743,1,1,0,0,0,0,0
33050981,0,0,1,0,0,0,0
32852586,1,1,0,0,0,0,0
32507006,0,0,1,0,0,0,0
32279441,0,1,0,0,0,0,0
32495148,1,0,0,0,0,0,0
32880908,0,0,1,0,0,0,0
32639309,0,0,1,0,0,0,0
33006832,0,0,1,0,0,0,0
32146694,0,1,0,1,1,0,0
32617855,1,0,0,1,0,0,0
32470210,1,1,0,0,0,0,0
32821648,0,0,1,0,0,0,0
32433015,0,1,0,0,0,0,0
32817697,0,0,1,0,0,1,0
32648218,0,0,1,0,0,0,0
32513859,0,1,0,0,0,0,0
32610371,0,1,0,0,0,0,0
32343428,0,0,1,0,0,0,0
32596085,0,0,0,0,0,0,1
32303920,0,0,1,0,0,0,0
32873359,0,0,1,0,0,0,0
32728928,0,0,1,0,0,0,0
32834616,0,0,1,0,0,1,0
33051388,0,1,0,1,0,0,0
32473197,0,0,1,0,0,0,0
32724793,0,1,0,0,0,0,0
32914857,0,1,0,0,0,0,0
32907855,1,1,0,0,0,0,0
32622817,0,0,1,0,0,0,0
32973505,1,0,0,1,0,0,0
32994662,0,0,1,0,0,0,0
32479777,0,0,1,0,0,0,0
32673190,0,1,0,0,0,0,0
32930797,0,0,1,0,0,0,0
32589165,1,0,0,0,0,0,0
32290839,1,0,0,0,0,0,0
32744917,1,0,0,0,0,0,0
33075713,1,0,0,0,0,0,0
32376394,1,0,0,0,0,0,0
32652639,0,0,1,0,0,0,0
32572297,0,0,1,0,0,0,0
32623267,1,1,1,1,1,0,0
32382212,0,0,1,0,0,0,0
32702930,0,0,0,0,0,0,1
33057434,1,0,1,0,0,0,0
32879473,0,0,0,0,0,0,1
33024460,1,1,0,1,0,0,0
32963018,1,1,0,0,0,0,0
32721605,0,0,1,0,0,0,0
32415548,0,0,0,0,1,0,0
32841864,0,0,0,0,0,0,1
32247836,0,0,1,0,0,0,0
33003176,1,1,0,0,0,0,0
32649791,1,1,0,0,0,0,0
32933613,0,1,0,0,0,0,0
32277351,0,0,1,0,0,0,0
32790642,0,0,1,0,0,0,0
32565164,0,0,1,0,0,0,0
32574691,0,0,0,0,0,0,1
32246897,0,0,1,0,0,0,0
32909535,0,0,0,0,0,0,1
32840287,1,1,0,0,0,0,0
32919222,0,1,0,0,0,0,0
32815847,0,0,1,0,0,0,0
32782051,0,0,1,0,0,0,0
32490559,0,0,1,0,0,0,0
32563584,0,0,0,0,0,0,1
32980973,0,0,1,0,0,0,0
33004925,0,0,1,0,1,0,0
32489162,0,0,1,0,1,0,0
32847748,1,1,0,0,0,0,0
32585065,1,1,0,0,0,0,0
32763089,1,0,0,0,0,0,0
32838094,0,0,0,0,0,0,1
32735050,0,0,0,0,0,0,1
32986225,0,0,1,0,0,0,0
32546882,0,0,1,0,0,0,0
32534369,1,0,0,0,0,0,0
33048890,1,1,0,0,0,0,0
32916611,1,0,0,0,0,0,0
32890217,0,0,1,0,0,0,0
32356672,0,1,0,0,0,0,0
32792598,0,1,0,0,0,0,0
32899010,1,0,0,1,0,0,0
32430617,1,0,0,0,0,0,0
32685113,0,1,0,0,0,0,0
33042544,0,0,0,0,0,0,1
32455513,0,0,1,0,0,0,0
32607358,0,0,1,0,0,0,0
32837713,0,0,1,0,1,0,0
32418917,1,0,0,0,0,0,0
32619759,0,0,1,0,0,0,0
32775776,0,0,1,0,0,0,0
32869227,0,0,0,0,0,0,1
32942340,0,0,1,0,0,0,0
